platform,category,product_name,selling_price,original_price,discount_percentage,rating,rating_count,review_count,seller_name,seller_type,delivery_info,delivery_days,free_delivery,is_sponsored,promotional_badges,promotional_badge_count,scarcity_message,has_scarcity_message,has_coupon,coupon_text,return_policy,has_return_policy,product_url,promotional_intensity,price_rating_mismatch,review_to_rating_ratio,urgency_score,trust_score
Snapdeal,electronics,"U7 USB Type-C 65W-100W 5A Charging Cable, Fast Charge & Data Sync, Type-C Cable for Smartphones and Devices of All Type",272.0,999.0,73.0,4.2,190,38,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/u7-usb-typec-65w100w-5a/656794510897,2,0.117,0.2,5,4.18
Snapdeal,electronics,"THRIFTKART - 3 in 1 Fast Charging Cable,Portable 120W Charger Cord/Wire Compatible with iOS,Type-C,Micro Phones,Car/Travel 6A Retractable Zinc Alloy Charging Data Cable,Light Emitting Diode (Multicolor)",168.0,999.0,83.0,3.8,236,47,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/thriftkart-3-in-1-fast/662169505637,2,0.199,0.199,5,4.02
Snapdeal,electronics,Imported 6 A Charging + Data Transfer Type C - Lightning Cable 1 Meter for iPhone  8 to 14 all variants,188.0,999.0,81.0,4.0,217,43,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/avista-white-5-a-lightning/623881339260,2,0.162,0.198,5,4.1
Snapdeal,electronics,Shop To Shop Bluetooth Selfie Flash Light ( Black ),268.0,999.0,73.0,3.9,155,31,,Third-party,Free Delivery,3.0,1,0,Great Offer; Flash Sale,2,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/shop-to-shop-bluetooth-selfie/669674227803,3,0.161,0.2,5,4.06
Snapdeal,electronics,thriftkart - Multi-Purpose Mobile Charging Stand For Wall Multi Plug For Upto 7 Inch Mobile Stand For Wall Plastic Holder Universal Socket Mobile Charger Stand Holder Wall (assorted color) Wall Mount,166.0,599.0,72.0,3.9,95,19,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/thriftkart-multipurpose-mobile-charging-stand/620473422486,2,0.158,0.2,5,3.973
Snapdeal,electronics,"U7 44W Flash Charger, 4A Wall Charger, Support FLASH 2.0, with 120W Flash Charge Detachable Type A to C White Cable (Compatible for VI-VO and IQOO Phones)",419.0,1999.0,79.0,4.4,218,43,,Third-party,Free Delivery,3.0,1,0,Great Offer; Flash Sale,2,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/u7-44w-flash-charger-4a/633675201279,3,0.095,0.197,5,4.26
Snapdeal,electronics,HUG PUPPY Bluetooth Selfie Flash Light ( Black ),263.0,999.0,74.0,4.1,211,42,,Third-party,Free Delivery,3.0,1,0,Great Offer; Flash Sale,2,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/hug-puppy-bluetooth-selfie-flash/632555714587,3,0.133,0.199,5,4.14
Snapdeal,electronics,"85W Fast Charger for Laptop, Tablet & Phone | Super-Fast Type-C Power Adapter | Universal High-Speed Charging with Smart Protection | Compact & Portable Wall Charger for Travel & Office""",395.0,999.0,60.0,4.0,145,29,,Third-party,Free Delivery,3.0,1,1,,0,,0,0,,7 days return,1,https://www.snapdeal.com/product/85w-fast-charger-for-laptop/625577826741,1,0.12,0.2,0,4.597
Snapdeal,electronics,ZmiZc Aux Wire Selfie Stick ( Black ),231.0,999.0,77.0,3.7,153,30,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/zmizc-aux-wire-selfie-stick/641600852504,2,0.2,0.196,5,3.98
Snapdeal,electronics,"Mobile Phone Charging Stand, Multi-Functional Storage Holder, Bedside Fixed Rack, Bedroom, Office Accessories",135.0,699.0,81.0,4.4,195,39,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/mobile-phone-charging-stand-multifunctional/671299383574,2,0.097,0.2,5,4.26
Snapdeal,electronics,THRIFTKART None Mobile Stand for Smartphones and Tablets Assorted( MULTI COLOR ),216.0,999.0,78.0,4.0,196,39,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/thriftkart-none-mobile-stand-for/634233776114,2,0.156,0.199,5,4.1
Snapdeal,electronics,Hybite Mobile Phone Stand 360° Rotation Height and Angle Adjustable Cell Phone Stand for Desk Office Foldable Desktop Phone Holder for Smartphone,186.0,999.0,81.0,4.1,60,12,,Third-party,Free Delivery,3.0,1,1,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/mobile-phone-stand-360-rotation/622500114744,3,0.146,0.2,5,3.462
Snapdeal,electronics,THRIFTKART - Braided USB to Lightning Fast Charging and Data Sync Cable Compatible for iPhone,168.0,499.0,66.0,4.1,150,30,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,,0,0,,7 days return,1,https://www.snapdeal.com/product/thriftkart-braided-usb-to-lightning/668240158746,1,0.119,0.2,2,5.14
Snapdeal,electronics,"U7 USB Type-C to Type-C Charging Cable, Fast Charge & Data Sync, Fast Charging Cable for Sam-sung & I-phone Devices, Android & Others",253.0,1398.0,82.0,4.6,164,32,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/u7-usb-typec-to-typec/643509952276,2,0.066,0.195,5,4.34
Snapdeal,electronics,"Multi-Connector Charger Cable – 3-in-1 USB-C, Lightning, Micro USB – Ideal for Phones, Tablets & More",180.0,999.0,82.0,3.9,104,20,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/multiconnector-charger-cable-3in1-usbc/679620706289,2,0.18,0.192,5,3.991
Snapdeal,electronics,Five-O Tempered Glass Compatible For iPhone 13 Pro ( Pack of 1 ),202.0,799.0,75.0,4.0,113,22,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/fiveo-tempered-glass-compatible-for/631218795780,2,0.15,0.195,5,4.047
Snapdeal,electronics,Multi Printed Cover Compatible For APPLE iPhone 11 Pro ( Pack of 1 ),176.0,999.0,82.0,4.0,118,23,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/nbox-multi-printed-cover-compatible/629822018681,2,0.164,0.195,5,4.056
Snapdeal,electronics,HUG PUPPY Bluetooth Selfie Flash Light ( Black ),267.0,999.0,73.0,4.0,136,27,,Third-party,Free Delivery,3.0,1,0,Great Offer; Flash Sale,2,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/hug-puppy-bluetooth-selfie-flash/666244518927,3,0.146,0.199,5,4.084
Snapdeal,electronics,BIG WINGS Shock Proof Case Compatible For Polycarbonate Apple iPhone 15 Pro Max ( Pack of 1 ),187.0,1499.0,88.0,3.7,77,15,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/big-wings-shock-proof-case/6917529676614973605,2,0.229,0.195,5,3.851
Snapdeal,fashion,PENNEN Black Men's Lifestyle Shoes,460.0,999.0,54.0,3.8,229,45,,Third-party,Free Delivery,3.0,1,0,,0,,0,0,,7 days return,1,https://www.snapdeal.com/product/pennen-black-mens-lifestyle-shoes/645427402469,0,0.13,0.197,0,5.02
Snapdeal,fashion,Bersache Men Casual Shoes Blue Men's Outdoor Shoes,1024.0,4999.0,80.0,4.3,71,14,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/bersache-men-casual-shoes-blue/622139407913,2,0.112,0.197,5,4.075
Snapdeal,fashion,hotstyle FIRST White Men's Lifestyle Shoes,331.0,999.0,67.0,3.9,121,24,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,,0,0,,7 days return,1,https://www.snapdeal.com/product/hotstyle-first-white-mens-lifestyle/625047442571,1,0.147,0.198,2,5.021
Snapdeal,fashion,Xtoon Grey Men's Outdoor Shoes,498.0,1499.0,67.0,3.8,120,24,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,,0,0,,7 days return,1,https://www.snapdeal.com/product/xtoon-grey-mens-outdoor-shoes/5764608187091286668,1,0.161,0.2,2,4.979
Snapdeal,fashion,Bersache Bersache Men Casual Shoes Green Men's Lifestyle Shoes,1024.0,4999.0,80.0,4.2,46,9,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/bersache-bersache-men-casual-shoes/6917529668868601628,2,0.128,0.196,5,3.95
Snapdeal,fashion,Aadi Casual Shoes Grey Men's Outdoor Shoes,426.0,1999.0,79.0,4.0,153,30,,Third-party,Free Delivery,3.0,1,1,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/aadi-casual-shoes-grey-mens/626394411769,3,0.158,0.196,5,3.6
Snapdeal,fashion,ATOM Alpha Predator Black Men's Lifestyle Shoes,1445.0,3495.0,59.0,4.3,135,27,,Third-party,Free Delivery,3.0,1,0,,0,,0,0,,7 days return,1,https://www.snapdeal.com/product/atom-black-mens-trekking-shoes/5764608203729291679,0,0.083,0.2,0,5.203
Snapdeal,fashion,ADITOES Playboot Black Men's High Tops Shoes,460.0,1099.0,58.0,3.7,35,7,,Third-party,Free Delivery,3.0,1,1,,0,,0,0,,7 days return,1,https://www.snapdeal.com/product/aditoes-playboot-black-mens-high/682925977240,1,0.151,0.2,0,4.197
Snapdeal,fashion,Bersache Men Casual Shoes Light Grey Men's Outdoor,1024.0,4999.0,80.0,3.5,75,15,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/bersache-men-casual-shoes-light/635099941976,2,0.24,0.2,5,3.766
Snapdeal,fashion,Xtoon White Men's Outdoor Shoes,499.0,1499.0,67.0,3.5,77,15,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,,0,0,,7 days return,1,https://www.snapdeal.com/product/xtoon-white-mens-outdoor-shoes/628530396704,1,0.201,0.195,2,4.771
Snapdeal,fashion,K-FOOTLANCE White Men's Outdoor Shoes,788.0,1999.0,61.0,4.0,128,25,,Third-party,Free Delivery,3.0,1,0,,0,,0,0,,7 days return,1,https://www.snapdeal.com/product/kfootlance-white-mens-outdoor-shoes/643722643465,0,0.122,0.195,2,5.072
Snapdeal,fashion,Bersache Men Casual Shoes White Men's Lifestyle,1024.0,4999.0,80.0,4.2,248,49,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/bersache-men-casual-shoes-white/660908507594,2,0.128,0.198,5,4.18
Snapdeal,fashion,AADWIN White Men's Korean Shoes,506.0,1999.0,75.0,3.9,134,26,,Third-party,Free Delivery,3.0,1,1,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/aadwin-white-mens-lifestyle-shoes/663932967948,3,0.165,0.194,5,3.541
Snapdeal,fashion,Campus FLYNN Navy Men's Slip-on Shoes,1114.0,2199.0,49.0,4.3,150,30,,Third-party,Free Delivery,3.0,1,0,,0,,0,0,,7 days return,1,https://www.snapdeal.com/product/campus-flynn-white-mens-slipon/6917529664879451751,0,0.069,0.2,0,5.22
Snapdeal,fashion,Xtoon White Men's Lifestyle Shoes,498.0,1499.0,67.0,3.7,240,48,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,,0,0,,7 days return,1,https://www.snapdeal.com/product/xtoon-white-mens-lifestyle-shoes/641169223879,1,0.174,0.2,2,4.98
Snapdeal,fashion,Bersache Men Casual Shoes Light Grey Men's Outdoor Shoes,1024.0,4999.0,80.0,4.1,150,30,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/bersache-men-casual-shoes-light/680125285372,2,0.144,0.2,5,4.14
Snapdeal,fashion,Rising Wolf Lightweight Black Men's Sports Running Shoes,599.0,2999.0,80.0,3.9,156,31,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/rising-wolf-synthetic-leather-lace/6917529676707676308,2,0.176,0.199,5,4.06
Snapdeal,fashion,Campus CAMP ZYLON Black Men's Lifestyle Shoes,1046.0,2299.0,55.0,4.2,204,40,,Third-party,Free Delivery,3.0,1,0,,0,,0,0,,7 days return,1,https://www.snapdeal.com/product/campus-camp-zylon-black-mens/4899917042475632445,0,0.088,0.196,0,5.18
Snapdeal,fashion,GOLDSTAR Outdoor Black Casual Shoes,468.0,999.0,53.0,4.1,174,34,,Third-party,Free Delivery,3.0,1,0,,0,,0,0,,7 days return,1,https://www.snapdeal.com/product/goldstar-outdoor-black-casual-shoes/642738280545,0,0.095,0.195,0,5.14
Snapdeal,fashion,REV EWSY Mens Latest Shoes Running White 1 Men's Lifestyle Shoes,425.0,1499.0,72.0,4.0,48,9,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/rev-ewsy-mens-latest-shoes/674362333900,2,0.144,0.188,5,3.878
Snapdeal,fashion,Liberty SURKSHA1SJ Black Men's Outdoor Shoes,1279.0,1599.0,20.0,5.0,103,20,,Third-party,Free Delivery,3.0,1,0,,0,,0,0,,7 days return,1,https://www.snapdeal.com/product/liberty-surksha1sj-black-mens-outdoor/683038138236,0,0.0,0.194,0,5.429
Snapdeal,fashion,Xtoon White Men's Outdoor Shoes,448.0,1499.0,70.0,3.9,184,36,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/xtoon-white-mens-outdoor-shoes/624719472360,2,0.154,0.196,5,5.06
Snapdeal,fashion,Hirolas Blue Men's Outdoor Shoes,1293.0,3499.0,63.0,4.0,177,35,,Third-party,Free Delivery,3.0,1,0,,0,,0,0,,7 days return,1,https://www.snapdeal.com/product/hirolas-blue-mens-outdoor-shoes/6917529664491377542,0,0.126,0.198,2,5.1
Snapdeal,fashion,CLD White Men's Outdoor Shoes,834.0,2499.0,67.0,4.2,119,23,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,,0,0,,7 days return,1,https://www.snapdeal.com/product/cld-white-mens-outdoor-shoes/660530220767,1,0.107,0.193,2,5.137
Snapdeal,fashion,SNEAKER Stylish Black Men's,546.0,1499.0,64.0,5.0,93,18,,Third-party,Free Delivery,3.0,1,0,,0,,0,0,,7 days return,1,https://www.snapdeal.com/product/sneaker-stylish-black-mens-sneakers/628052199178,0,0.0,0.194,2,5.409
Snapdeal,fashion,Neemans The Everyday Basic Sneakers White Men's Slip-on Shoes,1099.0,3299.0,67.0,4.2,227,45,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,,0,0,,7 days return,1,https://www.snapdeal.com/product/neemans-the-everyday-basic-sneakers/633309557594,1,0.107,0.198,2,5.18
Snapdeal,fashion,Bersache Men casual sneaker shoe White Men's Outdoor Shoes,1024.0,4999.0,80.0,4.5,127,25,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/bersache-men-casual-sneaker-shoe/5764608180084778634,2,0.08,0.197,5,4.27
Snapdeal,fashion,Xtoon Chunky Stylish Embossed Design Lifestyle Sneakers White Men's,489.0,1499.0,67.0,4.0,55,11,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,,0,0,,7 days return,1,https://www.snapdeal.com/product/xtoon-chunky-stylish-embossed-design/6917529669612739043,1,0.134,0.2,2,4.905
Snapdeal,fashion,Neemans The Everyday Basic Sneakers Black Men's Slip-on Shoes,1099.0,3299.0,67.0,4.4,193,38,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,,0,0,,7 days return,1,https://www.snapdeal.com/product/neemans-the-everyday-basic-sneakers/686862507694,1,0.08,0.197,2,5.26
Snapdeal,fashion,Campus SHUTTLE Black Men's Slip-on Shoes,622.0,1099.0,43.0,4.3,205,41,,Third-party,Free Delivery,3.0,1,0,,0,,0,0,,7 days return,1,https://www.snapdeal.com/product/campus-shuttle-black-mens-slipon/7205760026735476081,0,0.06,0.2,0,5.22
Snapdeal,fashion,Bersache Men casual sneaker shoe Blue Men's Outdoor Shoes,1024.0,4999.0,80.0,4.5,223,44,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/bersache-men-casual-sneaker-shoe/6917529684691625610,2,0.08,0.197,5,4.3
Snapdeal,fashion,VEXIMO Men Stylish Chunky Sneakers Black Men's Lifestyle Shoes,500.0,2499.0,80.0,4.3,151,30,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/veximo-men-stylish-chunky-sneakers/620680306319,2,0.112,0.199,5,4.22
Snapdeal,fashion,Neemans The Everyday Basic Sneakers Blue Men's Slip-on Shoes,1099.0,3299.0,67.0,4.2,75,15,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,,0,0,,7 days return,1,https://www.snapdeal.com/product/neemans-the-everyday-basic-sneakers/652178902402,1,0.107,0.2,2,5.046
Snapdeal,fashion,UniStar Sneakers Black Casual Shoes,550.0,849.0,35.0,4.1,45,9,,Third-party,Free Delivery,3.0,1,0,,0,,0,0,,7 days return,1,https://www.snapdeal.com/product/unistar-sneakers-black-casual-shoes/665434476582,0,0.063,0.2,0,4.906
Snapdeal,fashion,Xtoon Men's Stylish Embossed Pattern Casual Sneakers White Men's,499.0,1999.0,75.0,4.4,59,11,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/xtoon-mens-stylish-embossed-pattern/8070451180786371567,2,0.09,0.186,5,4.079
Snapdeal,fashion,Bersache Casual Sneaker shoe for Men White Men's Outdoor Shoes,1024.0,4999.0,80.0,4.3,161,32,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/bersache-casual-sneaker-shoe-for/5764608201900503062,2,0.112,0.199,5,4.22
Snapdeal,fashion,"Rolus latest,Stylish & lightweight - Red Men's Sneakers",609.0,1999.0,70.0,4.0,122,24,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/rolus-1-pair-sports-shoes/8070451215781104720,2,0.14,0.197,5,5.062
Snapdeal,fashion,Neemans The Everyday Basic Sneakers Beige Men's Slip-on Shoes,1099.0,3299.0,67.0,4.3,217,43,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,,0,0,,7 days return,1,https://www.snapdeal.com/product/neemans-the-everyday-basic-sneakers/664346965541,1,0.094,0.198,2,5.22
Snapdeal,fashion,Xtoon Comfortable trendy Sneaker Black Men's Outdoor Shoes,499.0,1499.0,67.0,3.8,196,39,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,,0,0,,7 days return,1,https://www.snapdeal.com/product/xtoon-grey-mens-outdoor-shoes/6917529691698133644,1,0.161,0.199,2,5.02
Snapdeal,fashion,BXXY Casual Buckle Slip-On Sneaker White Men's Lifestyle Shoes,1282.0,4999.0,74.0,4.0,194,38,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/bxxy-casual-buckle-slipon-sneaker/6917529646933494658,2,0.148,0.196,5,4.1
Snapdeal,fashion,Figor Stylish/Comfortable - Multi Color Men's Sneakers,479.0,1499.0,68.0,4.2,125,25,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,,0,0,,7 days return,1,https://www.snapdeal.com/product/figor-stylishcomfortable-multi-color-mens/672520082330,1,0.109,0.2,2,5.147
Snapdeal,fashion,Neemans The Everyday Basic Sneakers Grey Men's Slip-on Shoes,1099.0,3299.0,67.0,4.4,190,38,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,,0,0,,7 days return,1,https://www.snapdeal.com/product/neemans-the-everyday-basic-sneakers/672825318362,1,0.08,0.2,2,5.26
Snapdeal,fashion,pocyshoes White casual trendy lightweight sneaker men White Men's,500.0,1600.0,69.0,4.0,185,37,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,,0,0,,7 days return,1,https://www.snapdeal.com/product/pocyshoes-white-casual-trendy-lightweight/650411791404,1,0.138,0.2,2,5.1
Snapdeal,fashion,Neemans Beige Men's,1099.0,2999.0,63.0,3.7,212,42,,Third-party,Free Delivery,3.0,1,0,,0,,0,0,,7 days return,1,https://www.snapdeal.com/product/neemans-sneakers-beige-casual-shoes/637874373339,0,0.164,0.198,2,4.98
Snapdeal,fashion,Aadi Sneakers Gray Casual Shoes,403.0,999.0,60.0,4.3,40,8,,Third-party,Free Delivery,3.0,1,1,,0,,0,0,,7 days return,1,https://www.snapdeal.com/product/aadi-sneakers-gray-casual-shoes/632312737149,1,0.084,0.2,0,4.463
Snapdeal,fashion,Bersache Casual Sneaker shoe for Men Navy Men's Outdoor Shoes,1024.0,4999.0,80.0,4.3,103,20,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/bersache-casual-sneaker-shoe-for/6917529706507350038,2,0.112,0.194,5,4.149
Snapdeal,fashion,Xtoon Comfortable trendy Sneaker Red Men's Outdoor Shoes,499.0,1499.0,67.0,3.8,174,34,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,,0,0,,7 days return,1,https://www.snapdeal.com/product/xtoon-grey-mens-outdoor-shoes/8070451196304980620,1,0.161,0.195,2,5.02
Snapdeal,fashion,Liberty - Black Men's Sneakers,2499.0,2499.0,0.0,5.0,214,42,,Third-party,Free Delivery,3.0,1,0,,0,,0,0,,7 days return,1,https://www.snapdeal.com/product/liberty-blue-mens-sneakers/5188147434956372512,0,0.0,0.196,0,5.5
Snapdeal,audio,M19 Bluetooth 5.1 Earbuds in-Ear TWS Stereo Headphones with Smart LED,313.0,800.0,61.0,4.1,177,35,,Third-party,Free Delivery,3.0,1,1,,0,,0,0,,7 days return,1,https://www.snapdeal.com/product/m19-bluetooth-51-earbuds-inear/651368261598,1,0.11,0.198,2,4.64
Snapdeal,audio,"U7 Tws Headphone, 30 hours of Playback and Deep Bass, Gaming, Fast Charging & Low Latency IPX7 (Water Resistant)",370.0,1999.0,81.0,4.2,87,17,,Third-party,Free Delivery,3.0,1,1,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/u7-tws-headphone-30-hours/630741700407,3,0.13,0.195,5,3.575
Snapdeal,audio,"Wireless Earbuds Pro, Bluetooth Earphones, In-Ear Headphones; TWS Earbuds; Long Battery Life (BLACK)",459.0,3999.0,89.0,4.0,40,8,,Third-party,Free Delivery,3.0,1,1,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/wireless-earbuds-pro-bluetooth-earphones/661706299492,3,0.178,0.2,5,3.343
Snapdeal,audio,"VEHOP S300 OWS Open Ear Wireless Earbuds with Display, ENC Mic for Crystal-Clear Calls, 60hr Playtime with Type-C Fast Charging, BT5.4 Gaming Bluetooth Earphones, Touch Control Sports Headphone.",624.0,2999.0,79.0,3.7,174,34,,Third-party,Free Delivery,3.0,1,1,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/vehop-s300-ows-open-ear/625484229302,3,0.205,0.195,5,3.48
Snapdeal,audio,MECROLINK ANC10 Buds pods Earbuds 12 Hours Playtime Bluetooth Wireless Headphones Earphone Bluetooth Headset,379.0,3600.0,89.0,3.8,233,46,,Third-party,Free Delivery,3.0,1,1,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/mecrolink-anc10-buds-pods-earbuds/661785349048,3,0.214,0.197,5,3.52
Snapdeal,audio,XYBEL Ultrapod In Ear Bluetooth Earbuds|TWS-Bluetooth Headphone|30 Hr PlayTime -Green,390.0,1999.0,80.0,4.1,222,44,,Third-party,Free Delivery,3.0,1,1,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/xybel-in-ear-tws-green/682827488918,3,0.144,0.198,5,3.64
Snapdeal,audio,M19 Wireless Earbuds Headset Earbuds TWS Earphone Touch Control Mirror Digital Display Bluetooth 5.1 Headphones with Microphone (black),370.0,1699.0,78.0,4.1,86,17,,Third-party,Free Delivery,3.0,1,1,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/m19-wireless-earbuds-headset-earbuds/624314575439,3,0.14,0.198,5,3.533
Snapdeal,audio,"U7 True Wireless Bluetooth Headphone, Upto 30Hr Playtime Fast Charging, Dual Pairing & Gaming (Sweat Proof)",350.0,1999.0,82.0,3.9,92,18,,Third-party,Free Delivery,3.0,1,1,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/u7-true-wireless-bluetooth-headphone/667193145557,3,0.18,0.196,5,3.467
Snapdeal,audio,"Tws Ultrapods display bluetooth, Earbuds Pro + 3 in 1 data fast cable ,  Bluetooth Headphone + 3  in 1 charging cable",389.0,2999.0,87.0,4.0,195,39,,Third-party,Free Delivery,3.0,1,1,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/tws-ultrapods-display-bluetooth-earbuds/671461908139,3,0.174,0.2,5,3.6
Snapdeal,audio,"A10 PRO WHITE Bluetooth Headphones with 15 Hours Playtime with 10mm Drivers, Rich Music Experience, BT 5.3v, Type C Fast Charging,  EarBUDS & IPX4 Water Resistant",467.0,467.0,91.0,3.7,179,35,,Third-party,Free Delivery,3.0,1,1,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/a10-pro-white-bluetooth-headphones/685058863642,3,0.237,0.196,5,3.48
Snapdeal,audio,M10 Earbuds TWS 5.1 Large Screen Dual LED Digital Display Touch Bluetooth Headphones Mini Compact Portable Sports Waterproof in Ear Earphones,379.0,2999.0,87.0,5.0,126,25,,Third-party,Free Delivery,3.0,1,1,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/m10-earbuds-tws-51-large/648512315673,3,0.0,0.198,5,3.969
Snapdeal,audio,MECROLINK Wireless Earbuds Bluetooth 5.3 TWS Earphones Full Touch Control Headphones Built-in Microphone Immersive Sound Quality Ensure Fast Stable & Connection Smart Headset Sports Bud (WHITE),379.0,3600.0,89.0,3.8,161,32,,Third-party,Free Delivery,3.0,1,1,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/mecrolink-wireless-earbuds-bluetooth-53/650723103145,3,0.214,0.199,5,3.52
Snapdeal,audio,"Tws bluetooth, Earbuds Pro + 3 in 1 data fast cable ,  Bluetooth Headphone + 3 in 1 charging cable",390.0,2999.0,87.0,5.0,109,21,,Third-party,Free Delivery,3.0,1,1,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/tws-bluetooth-earbuds-pro-3/621719974774,3,0.0,0.193,5,3.94
