platform,category,product_name,selling_price,original_price,discount_percentage,rating,rating_count,review_count,seller_name,seller_type,delivery_info,delivery_days,free_delivery,is_sponsored,promotional_badges,promotional_badge_count,scarcity_message,has_scarcity_message,has_coupon,coupon_text,return_policy,has_return_policy,product_url
Snapdeal,electronics,THRIFTKART - 12OW 3A -V8 -Fast Charging & Data Sync Cable For ALL Smartphones USB Cable | Micro USB Data Cable | Sync Quick 120w Fast Charging Cable | Charger Cable | Android V8 Cable - White,168.0,499.0,66.0,4.2,207,41,,Third-party,Free Delivery,3,True,False,Great Offer,1,,False,False,,7 days return,True,https://www.snapdeal.com/product/thriftkart-12ow-3a-v8-fast/639014328858
Snapdeal,electronics,Pack of 4 Wall Mounted Mobile Phone Holder Storage Case For Phones with Strong Adhesive Strips | Wall Mount Mobile Stand/Multi-Purpose Stand For Smartphones Charging,169.0,599.0,72.0,3.5,212,42,,Third-party,Free Delivery,3,True,True,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/pack-of-4-wall-mounted/650608500972
Snapdeal,electronics,"3D HD Magnifier Phone Mobile Holder Screen Expanders for Movies, Videos, and Gaming with Foldable Phone Stand and Screen Amplifier - Compatible with All Smartphones",225.0,1299.0,83.0,4.0,105,21,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/2-pack-moisture-proof-nylon/657429539359
Snapdeal,electronics,Universal Smartphone C2 Mobile Holder,174.0,599.0,71.0,4.1,72,14,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/universal-smartphone-c2-mobile-holder/634947128098
Snapdeal,electronics,"U7 USB Type-C Charging Cable, Fast Charge & Data Sync, 65W-100W 5A Type-C Cable for Smartphones and Devices of All Type",262.0,999.0,74.0,4.2,107,21,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/u7-usb-typec-charging-cable/663965819187
Snapdeal,electronics,"Type-C to Type-C USB Cable for all Smartphones  | Data Cable (3.4A, 1M,, White)",187.0,499.0,63.0,4.1,176,35,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days return,True,https://www.snapdeal.com/product/typec-to-typec-usb-cable/628639408844
Snapdeal,electronics,"3D HD Magnifier Phone Mobile Holder Screen Expanders for Movies, Videos, and Gaming with Foldable Phone Stand and Screen Amplifier - Compatible with All Smartphones",225.0,1299.0,83.0,4.0,97,19,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/2-pack-moisture-proof-nylon/657429539359
Snapdeal,electronics,Universal Metal  Bike Mobile Phone Holder with USB Charger for Bike Scooty Bicycle Suitable for All Smartphones,221.0,699.0,68.0,4.1,89,17,,Third-party,Free Delivery,3,True,False,Great Offer,1,,False,False,,7 days return,True,https://www.snapdeal.com/product/universal-metal-bike-mobile-phone/678546486679
Snapdeal,electronics,Universal Smartphone C2 Mobile Holder,174.0,599.0,71.0,4.1,62,12,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/universal-smartphone-c2-mobile-holder/634947128098
Snapdeal,electronics,"U7 USB Type-C 65W-100W 5A Charging Cable, Fast Charge & Data Sync, Type-C Cable for Smartphones and Devices of All Type",272.0,999.0,73.0,4.2,190,38,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/u7-usb-typec-65w100w-5a/656794510897
Snapdeal,electronics,"85W Fast Charger with 3-in-1 Charging Cable | Type-C, Micro USB & Lightning | Universal Quick Charging Adapter for Laptop, Smartphone, Tablet | Travel-Friendly Power Delivery Charger",397.0,999.0,60.0,4.1,32,6,,Third-party,Free Delivery,3,True,True,,0,,False,False,,7 days return,True,https://www.snapdeal.com/product/85w-fast-charger-with-3in1/624513511351
Snapdeal,electronics,"THRIFTKART - 3 in 1 Fast Charging Cable,Portable 120W Charger Cord/Wire Compatible with iOS,Type-C,Micro Phones,Car/Travel 6A Retractable Zinc Alloy Charging Data Cable,Light Emitting Diode (Multicolor)",168.0,999.0,83.0,3.8,236,47,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/thriftkart-3-in-1-fast/662169505637
Snapdeal,electronics,"Hybite Premium Selfie Stick, Blue tooth Extendable Selfie Stick Tri pod with Led Light Wireless Remote and Portable Tri pod Stand Compatible for All iPhone and Android Smartphone",231.0,999.0,77.0,4.0,37,7,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/hybite-premium-selfie-stick-blue/635726749975
Snapdeal,electronics,Imported 6 A Charging + Data Transfer Type C - Lightning Cable 1 Meter for iPhone  8 to 14 all variants,188.0,999.0,81.0,4.0,217,43,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/avista-white-5-a-lightning/623881339260
Snapdeal,electronics,Shop To Shop Bluetooth Selfie Flash Light ( Black ),268.0,999.0,73.0,3.9,155,31,,Third-party,Free Delivery,3,True,False,Great Offer; Flash Sale,2,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/shop-to-shop-bluetooth-selfie/669674227803
Snapdeal,electronics,"Hybite Premium Selfie Stick, Blue tooth Extendable Selfie Stick Tri pod with Led Light Wireless Remote and Portable Tri pod Stand Compatible for All iPhone and Android Smartphone",239.0,999.0,76.0,4.1,102,20,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/hybite-premium-selfie-stick-blue/638464915190
Snapdeal,electronics,thriftkart - Multi-Purpose Mobile Charging Stand For Wall Multi Plug For Upto 7 Inch Mobile Stand For Wall Plastic Holder Universal Socket Mobile Charger Stand Holder Wall (assorted color) Wall Mount,166.0,599.0,72.0,3.9,95,19,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/thriftkart-multipurpose-mobile-charging-stand/620473422486
Snapdeal,electronics,Shop To Shop Bluetooth Selfie Flash Light ( Black ),282.0,999.0,72.0,4.1,223,44,,Third-party,Free Delivery,3,True,False,Great Offer; Flash Sale,2,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/shop-to-shop-bluetooth-selfie/680524288266
Snapdeal,electronics,"U7 44W Flash Charger, 4A Wall Charger, Support FLASH 2.0, with 120W Flash Charge Detachable Type A to C White Cable (Compatible for VI-VO and IQOO Phones)",419.0,1999.0,79.0,4.4,218,43,,Third-party,Free Delivery,3,True,False,Great Offer; Flash Sale,2,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/u7-44w-flash-charger-4a/633675201279
Snapdeal,electronics,HUG PUPPY Bluetooth Selfie Flash Light ( Black ),263.0,999.0,74.0,4.1,211,42,,Third-party,Free Delivery,3,True,False,Great Offer; Flash Sale,2,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/hug-puppy-bluetooth-selfie-flash/632555714587
Snapdeal,electronics,"85W Fast Charger for Laptop, Tablet & Phone | Super-Fast Type-C Power Adapter | Universal High-Speed Charging with Smart Protection | Compact & Portable Wall Charger for Travel & Office""",395.0,999.0,60.0,4.0,145,29,,Third-party,Free Delivery,3,True,True,,0,,False,False,,7 days return,True,https://www.snapdeal.com/product/85w-fast-charger-for-laptop/625577826741
Snapdeal,electronics,ZmiZc Aux Wire Selfie Stick ( Black ),231.0,999.0,77.0,3.7,153,30,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/zmizc-aux-wire-selfie-stick/641600852504
Snapdeal,electronics,"Mobile Phone Charging Stand, Multi-Functional Storage Holder, Bedside Fixed Rack, Bedroom, Office Accessories",135.0,699.0,81.0,4.4,195,39,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/mobile-phone-charging-stand-multifunctional/671299383574
Snapdeal,electronics,THRIFTKART None Mobile Stand for Smartphones and Tablets Assorted( MULTI COLOR ),216.0,999.0,78.0,4.0,196,39,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/thriftkart-none-mobile-stand-for/634233776114
Snapdeal,electronics,Mobile Phone Stand 360° Rotation Height and Angle Adjustable Cell Phone Stand for Desk Office Foldable Desktop Phone Holder for Smartphone,163.0,899.0,82.0,3.8,39,7,,Third-party,Free Delivery,3,True,True,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/mobile-phone-stand-360-rotation/677528065636
Snapdeal,electronics,Hybite Mobile Phone Stand 360° Rotation Height and Angle Adjustable Cell Phone Stand for Desk Office Foldable Desktop Phone Holder for Smartphone,186.0,999.0,81.0,4.1,60,12,,Third-party,Free Delivery,3,True,True,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/mobile-phone-stand-360-rotation/622500114744
Snapdeal,electronics,THRIFTKART - Braided USB to Lightning Fast Charging and Data Sync Cable Compatible for iPhone,168.0,499.0,66.0,4.1,150,30,,Third-party,Free Delivery,3,True,False,Great Offer,1,,False,False,,7 days return,True,https://www.snapdeal.com/product/thriftkart-braided-usb-to-lightning/668240158746
Snapdeal,electronics,"U7 USB Type-C to Type-C Charging Cable, Fast Charge & Data Sync, Fast Charging Cable for Sam-sung & I-phone Devices, Android & Others",253.0,1398.0,82.0,4.6,164,32,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/u7-usb-typec-to-typec/643509952276
Snapdeal,electronics,"Multi-Connector Charger Cable – 3-in-1 USB-C, Lightning, Micro USB – Ideal for Phones, Tablets & More",180.0,999.0,82.0,3.9,104,20,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/multiconnector-charger-cable-3in1-usbc/679620706289
Snapdeal,electronics,Five-O Tempered Glass Compatible For iPhone 13 Pro ( Pack of 1 ),202.0,799.0,75.0,4.0,113,22,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/fiveo-tempered-glass-compatible-for/631218795780
Snapdeal,electronics,Multi Printed Cover Compatible For APPLE iPhone 11 Pro ( Pack of 1 ),176.0,999.0,82.0,4.0,118,23,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/nbox-multi-printed-cover-compatible/629822018681
Snapdeal,electronics,HUG PUPPY Bluetooth Selfie Flash Light ( Black ),267.0,999.0,73.0,4.0,136,27,,Third-party,Free Delivery,3,True,False,Great Offer; Flash Sale,2,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/hug-puppy-bluetooth-selfie-flash/666244518927
Snapdeal,electronics,Multi Printed Cover Compatible For APPLE iPhone 11 Pro ( Pack of 1 ),176.0,999.0,82.0,4.0,228,45,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/nbox-multi-printed-cover-compatible/675829713326
Snapdeal,electronics,BIG WINGS Shock Proof Case Compatible For Polycarbonate Apple iPhone 15 Pro Max ( Pack of 1 ),187.0,1499.0,88.0,3.7,77,15,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/big-wings-shock-proof-case/6917529676614973605
Snapdeal,electronics,THRIFTKART None Mobile Stand for Smartphones and Tablets Assorted( MULTI COLOR ),216.0,999.0,78.0,4.0,156,31,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/thriftkart-none-mobile-stand-for/634233776114
Snapdeal,electronics,Five-O Tempered Glass Compatible For iPhone 13 Pro ( Pack of 1 ),202.0,799.0,75.0,4.0,35,7,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/fiveo-tempered-glass-compatible-for/631218795780
Snapdeal,electronics,Mobile Phone Stand 360° Rotation Height and Angle Adjustable Cell Phone Stand for Desk Office Foldable Desktop Phone Holder for Smartphone,163.0,899.0,82.0,3.8,65,13,,Third-party,Free Delivery,3,True,True,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/mobile-phone-stand-360-rotation/677528065636
Snapdeal,fashion,PENNEN Black Men's Lifestyle Shoes,460.0,999.0,54.0,3.8,229,45,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days return,True,https://www.snapdeal.com/product/pennen-black-mens-lifestyle-shoes/645427402469
Snapdeal,fashion,Bersache Men Casual Shoes Blue Men's Outdoor Shoes,1024.0,4999.0,80.0,4.3,71,14,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/bersache-men-casual-shoes-blue/622139407913
Snapdeal,fashion,hotstyle FIRST White Men's Lifestyle Shoes,331.0,999.0,67.0,3.9,121,24,,Third-party,Free Delivery,3,True,False,Great Offer,1,,False,False,,7 days return,True,https://www.snapdeal.com/product/hotstyle-first-white-mens-lifestyle/625047442571
Snapdeal,fashion,Xtoon Grey Men's Outdoor Shoes,498.0,1499.0,67.0,3.8,120,24,,Third-party,Free Delivery,3,True,False,Great Offer,1,,False,False,,7 days return,True,https://www.snapdeal.com/product/xtoon-grey-mens-outdoor-shoes/5764608187091286668
Snapdeal,fashion,Bersache Bersache Men Casual Shoes Green Men's Lifestyle Shoes,1024.0,4999.0,80.0,4.2,46,9,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/bersache-bersache-men-casual-shoes/6917529668868601628
Snapdeal,fashion,Aadi Casual Shoes Grey Men's Outdoor Shoes,426.0,1999.0,79.0,4.0,153,30,,Third-party,Free Delivery,3,True,True,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/aadi-casual-shoes-grey-mens/626394411769
Snapdeal,fashion,ATOM Alpha Predator Black Men's Lifestyle Shoes,1445.0,3495.0,59.0,4.3,135,27,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days return,True,https://www.snapdeal.com/product/atom-black-mens-trekking-shoes/5764608203729291679
Snapdeal,fashion,ADITOES Playboot Black Men's High Tops Shoes,460.0,1099.0,58.0,3.7,35,7,,Third-party,Free Delivery,3,True,True,,0,,False,False,,7 days return,True,https://www.snapdeal.com/product/aditoes-playboot-black-mens-high/682925977240
Snapdeal,fashion,Bersache Men Casual Shoes Light Grey Men's Outdoor,1024.0,4999.0,80.0,3.5,75,15,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/bersache-men-casual-shoes-light/635099941976
Snapdeal,fashion,Xtoon White Men's Outdoor Shoes,499.0,1499.0,67.0,3.5,77,15,,Third-party,Free Delivery,3,True,False,Great Offer,1,,False,False,,7 days return,True,https://www.snapdeal.com/product/xtoon-white-mens-outdoor-shoes/628530396704
Snapdeal,fashion,K-FOOTLANCE White Men's Outdoor Shoes,788.0,1999.0,61.0,4.0,128,25,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days return,True,https://www.snapdeal.com/product/kfootlance-white-mens-outdoor-shoes/643722643465
Snapdeal,fashion,Bersache Men Casual Shoes White Men's Lifestyle,1024.0,4999.0,80.0,4.2,248,49,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/bersache-men-casual-shoes-white/660908507594
Snapdeal,fashion,AADWIN White Men's Korean Shoes,506.0,1999.0,75.0,3.9,134,26,,Third-party,Free Delivery,3,True,True,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/aadwin-white-mens-lifestyle-shoes/663932967948
Snapdeal,fashion,Campus FLYNN Navy Men's Slip-on Shoes,1114.0,2199.0,49.0,4.3,150,30,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days return,True,https://www.snapdeal.com/product/campus-flynn-white-mens-slipon/6917529664879451751
Snapdeal,fashion,Xtoon White Men's Lifestyle Shoes,498.0,1499.0,67.0,3.7,240,48,,Third-party,Free Delivery,3,True,False,Great Offer,1,,False,False,,7 days return,True,https://www.snapdeal.com/product/xtoon-white-mens-lifestyle-shoes/641169223879
Snapdeal,fashion,Bersache Men Casual Shoes Light Grey Men's Outdoor Shoes,1024.0,4999.0,80.0,4.1,150,30,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/bersache-men-casual-shoes-light/680125285372
Snapdeal,fashion,Rising Wolf Lightweight Black Men's Sports Running Shoes,599.0,2999.0,80.0,3.9,156,31,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/rising-wolf-synthetic-leather-lace/6917529676707676308
Snapdeal,fashion,Campus CAMP ZYLON Black Men's Lifestyle Shoes,1046.0,2299.0,55.0,4.2,204,40,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days return,True,https://www.snapdeal.com/product/campus-camp-zylon-black-mens/4899917042475632445
Snapdeal,fashion,GOLDSTAR Outdoor Black Casual Shoes,468.0,999.0,53.0,4.1,174,34,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days return,True,https://www.snapdeal.com/product/goldstar-outdoor-black-casual-shoes/642738280545
Snapdeal,fashion,REV EWSY Mens Latest Shoes Running White 1 Men's Lifestyle Shoes,425.0,1499.0,72.0,4.0,48,9,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/rev-ewsy-mens-latest-shoes/674362333900
Snapdeal,fashion,Xtoon White Men's Outdoor Shoes,499.0,1499.0,67.0,3.5,39,7,,Third-party,Free Delivery,3,True,False,Great Offer,1,,False,False,,7 days return,True,https://www.snapdeal.com/product/xtoon-white-mens-outdoor-shoes/628530396704
Snapdeal,fashion,Liberty SURKSHA1SJ Black Men's Outdoor Shoes,1279.0,1599.0,20.0,5.0,103,20,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days return,True,https://www.snapdeal.com/product/liberty-surksha1sj-black-mens-outdoor/683038138236
Snapdeal,fashion,hotstyle FIRST White Men's Lifestyle Shoes,331.0,999.0,67.0,3.9,147,29,,Third-party,Free Delivery,3,True,False,Great Offer,1,,False,False,,7 days return,True,https://www.snapdeal.com/product/hotstyle-first-white-mens-lifestyle/625047442571
Snapdeal,fashion,Xtoon White Men's Outdoor Shoes,448.0,1499.0,70.0,3.9,184,36,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/xtoon-white-mens-outdoor-shoes/624719472360
Snapdeal,fashion,Hirolas Blue Men's Outdoor Shoes,1293.0,3499.0,63.0,4.0,177,35,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days return,True,https://www.snapdeal.com/product/hirolas-blue-mens-outdoor-shoes/6917529664491377542
Snapdeal,fashion,CLD White Men's Outdoor Shoes,834.0,2499.0,67.0,4.2,119,23,,Third-party,Free Delivery,3,True,False,Great Offer,1,,False,False,,7 days return,True,https://www.snapdeal.com/product/cld-white-mens-outdoor-shoes/660530220767
Snapdeal,fashion,SNEAKER Stylish Black Men's,546.0,1499.0,64.0,5.0,93,18,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days return,True,https://www.snapdeal.com/product/sneaker-stylish-black-mens-sneakers/628052199178
Snapdeal,fashion,Neemans The Everyday Basic Sneakers White Men's Slip-on Shoes,1099.0,3299.0,67.0,4.2,227,45,,Third-party,Free Delivery,3,True,False,Great Offer,1,,False,False,,7 days return,True,https://www.snapdeal.com/product/neemans-the-everyday-basic-sneakers/633309557594
Snapdeal,fashion,Bersache Men casual sneaker shoe White Men's Outdoor Shoes,1024.0,4999.0,80.0,4.5,127,25,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/bersache-men-casual-sneaker-shoe/5764608180084778634
Snapdeal,fashion,Xtoon Chunky Stylish Embossed Design Lifestyle Sneakers White Men's,489.0,1499.0,67.0,4.0,55,11,,Third-party,Free Delivery,3,True,False,Great Offer,1,,False,False,,7 days return,True,https://www.snapdeal.com/product/xtoon-chunky-stylish-embossed-design/6917529669612739043
Snapdeal,fashion,Neemans The Everyday Basic Sneakers Black Men's Slip-on Shoes,1099.0,3299.0,67.0,4.4,193,38,,Third-party,Free Delivery,3,True,False,Great Offer,1,,False,False,,7 days return,True,https://www.snapdeal.com/product/neemans-the-everyday-basic-sneakers/686862507694
Snapdeal,fashion,Campus SHUTTLE Black Men's Slip-on Shoes,622.0,1099.0,43.0,4.3,205,41,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days return,True,https://www.snapdeal.com/product/campus-shuttle-black-mens-slipon/7205760026735476081
Snapdeal,fashion,Bersache Men casual sneaker shoe Blue Men's Outdoor Shoes,1024.0,4999.0,80.0,4.5,223,44,,Third-party,Free Delivery,3,True,False,Great Offer,1,Limited Period Offer,True,False,,7 days return,True,https://www.snapdeal.com/product/bersache-men-casual-sneaker-shoe/6917529684691625610
